Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder,Format
White Winnie,http://www.mtgtop8.com/event?e=27152&d=413634&f=MO,Gabriele Costa,384,441,34.95,212,MO
Orzhov Midrange,http://www.mtgtop8.com/event?e=27242&d=414424&f=MO,victorseiya,951,1040,34.95,136,MO
Boros Aggro,http://www.mtgtop8.com/event?e=27198&d=414002&f=MO,Ueda Ryo,438,746,34.95,197,MO
5c Elemental Value,http://www.mtgtop8.com/event?e=27160&d=413695&f=MO,Inagawa Hiroshi,679,790,34.95,257,MO
Weenie White,http://www.mtgtop8.com/event?e=27081&d=412887&f=MO,Kasagawa Yousuke,375,402,34.95,124,MO
5c Elemental Value,http://www.mtgtop8.com/event?e=27387&d=417218&f=MO,Inagawa Hiroshi,666,731,34.95,264,MO
Orzhov Midrange,http://www.mtgtop8.com/event?e=26914&d=409922&f=MO,EddDeedoo,951,1040,34.95,136,MO
Hardened Scales,http://www.mtgtop8.com/event?e=27309&d=416311&f=MO,Sakaemura Itsuki,318,350,9.95,76,MO
Martyr Life,http://www.mtgtop8.com/event?e=27081&d=412892&f=MO,Vagnemark Karl,153,222,9.95,44,MO
Orzhov Midrange,http://www.mtgtop8.com/event?e=27081&d=412889&f=MO,Fujii Shinichi,1053,1143,34.95,235,MO
Life,http://www.mtgtop8.com/event?e=26914&d=409928&f=MO,bobthedog,538,548,34.95,239,MO
Bant Midrange,http://www.mtgtop8.com/event?e=27022&d=411742&f=MO,Gigglesworth,917,1136,59.95,655,MO
Bant Aggro Rashmi,http://www.mtgtop8.com/event?e=27012&d=411657&f=MO,bbotonline,1113,1472,59.95,648,MO
Slivers,http://www.mtgtop8.com/event?e=27012&d=411661&f=MO,Seeker__of_the_Wei,891,861,34.95,313,MO
Bant Midrange,http://www.mtgtop8.com/event?e=26729&d=407152&f=MO,Yuge Tatsurou,1171,1849,59.95,474,MO
Zoo,http://www.mtgtop8.com/event?e=27403&d=417440&f=MO,Dark Saltor,585,985,34.95,160,MO
Izzet Arclight,http://www.mtgtop8.com/event?e=26913&d=409906&f=MO,Sano Tsukasa,628,1012,34.95,320,MO
Monow Token,http://www.mtgtop8.com/event?e=27181&d=413850&f=MO,Jirouette,190,222,34.95,120,MO
Gruul Aggro,http://www.mtgtop8.com/event?e=26861&d=409367&f=MO,Tanahashi Hayato,1008,1426,59.95,506,MO
Selesnya Value,http://www.mtgtop8.com/event?e=27184&d=413877&f=MO,Fulgence,566,1658,34.95,156,MO
The Rock,http://www.mtgtop8.com/event?e=26965&d=411107&f=MO,edward40hands,1071,1114,34.95,279,MO
Hollow One,http://www.mtgtop8.com/event?e=27181&d=413852&f=MO,Pacmensch,649,1006,34.95,240,MO
